Subject Code,Course Title,Description
Political Science,CONSTITUTIONAL LAW: STRUCTURES OF GOVERNMENT,read analyze critique opinions issued supreme court united states courts articulate legal doctrines governing major institutions american politics specifically areas judicial power federalism separation powers present oral written arguments one sides real hypothetical constitutional cases relevant subject areas
Political Science,War and Conflict in the Post-Soviet World,provide deeper broader understanding russia behaviour visvis neighbours introduce range texts different scholars possess deep knowledge region examine theories state formation nationalism war enhance understanding events region learn separatism irredentism postsoviet region implications regions communicate complex ideas russoukrainian war regional conflicts clearly cogently orally writing indepth knowledge range scholarship postsoviet region eastern europe critically analyse evaluate different perspectives key political concepts formulate informed critical arguments russia postsoviet world eastern europe
Political Science,U.S. Government,explain philosophical theories led writing declaration independence us constitution describe basic principles american democracy applied republican form government explain checks balances system created us constitution given branch analyze relationship individual government pursuit social political economic goals analyze us electoral system impacts level political participation individual
Political Science,Federal Government,explain origin development constitutional democracy united states knowledge federal system describe separation powers checks balances theory practice knowledge legislative executive judicial branches federal government evaluate role public opinion interest groups political parties political system analyze election process
Political Science,Tex Govt (Tex const & topics),explain origin development texas constitution describe state local political systems relationship federal government describe separation powers checks balances theory practice texas knowledge legislative executive judicial branches texas government evaluate role public opinion interest groups political parties texas analyze state local election process rights responsibilities citizens analyze issues policies political culture texas
Political Science,U.S. Foreign Policy,describe actors dynamics influence united states foreign policy evaluate models foreign policy decisionmaking compare utility foreign policy tools managing foreign policy problems
Political Science,INTRODUCTION TO AMERICAN GOVERNMENT AND POLITICS,summarize intellectual origins american government impact enlightenment analyze critique characteristics american democratic society evaluate critique evolution american government american revolution present day terms capacity responsibilities expanded roles handling crisis relationship citizenry government explain federal state powers terms us constitution practiced today discuss origins current practices laws californias branches government
Political Science,Constitutional Government and Free Enterprise,explain concept application limited government list major specific provisions us constitution context limiting device discuss ethics workings free market processes analyze moral arguments capitalism examine american constitutional order system well contemporary political economic problems apply historical biblical christian worldview practicing politics grace main features worldview assessing cultural political economic industrial implications relate government andor culture various aspects life apply christian principles general practices effectively engaging people different social andor cultural backgrounds describe impact persons global perspective evangelism crosscultural engagement relate human experience within various civic global structures participation redemptive work god
Political Science,Federal Government,explain origin development constitutional democracy united states understanding federal system describe separation powers checks balances theory practice knowledge legislative executive judicial branches federal government evaluate role public opinion interest groups political parties analyze election process describe rights responsibilities citizens analyze issues policies us politics habits mind allowing appreciate processes scholars various disciplines organize evaluate data methodologies discipline human experience communicate ideas express feelings support conclusions effectively written oral visual formats global perspective toward issues culture society politics environment sustainability habits intellectual exploration personal responsibility physical wellbeing
Political Science,Federal Government,explain origin development constitutional democracy united states knowledge federal system describe separation powers checks balances theory practice knowledge legislative executive judicial branches federal government evaluate role public opinion interest groups political parties political system analyze election process describe rights responsibilities citizens analyze issues policies us politics critical thinking include creative thinking innovation inquiry analysis evaluation synthesis information communication include effective development interpretation expression ideas written oral visual communication social responsibility include intercultural competence knowledge civic responsibility ability engage effectively regional national global communities
Political Science,Introduction to Politics,employ methods data historians social behavioral scientists investigate human condition examine social institutions processes across range historical periods cultures critique alternative explanatory systems theories communicate alternative explanations solutions contemporary social issues
Political Science,Introduction to the History of Political Ideas,general overview important theories debates history political ideas antiquity present insight sufficient important arguments favor democracy recognize critically evaluate major philosophical positions ideologies philosophical literature generally communicate parts major philosophical positions ideologies general public peers within field evaluate relevance topics concepts arguments major philosophical positions political thinking well general public come important literature within history political ideas communicate substance literature general public well academic peers evaluate relevance concepts arguments methods major philosophical positions ideologies introduced course peers general public recognize critically evaluate types argumentation academic general texts based knowledge subject conveys
Political Science,National Government,analyze federal structure united states constitution compare contrast different branches federal government united states analyze structure us constitution relates individual factions apply critical creative thinking analyze evaluate synthesize ideas understanding diverse perspectives influence individual social historical political events cultural expression effective information literacy locating evaluating effectively ethically information achieve academic professional purpose effective information literacy locating evaluating effectively ethically information achieve academic professional purpose analyze various social science concepts order understanding social political structures compare contrast findings various social science specializations explain diverse perspectives influence sociocultural global events apply social science theories research findings individual group experiences effective information literacy locating information appropriate tools ethical manner sources reliable relevant authoritative process expands deepens understanding subject matter understanding basic principles practices american democracy applied republican form government understanding united states constitution application knowledge founding documents shaped nature functions institutions selfgovernance understanding landmark supreme court cases landmark legislation landmark executive actions impact law society find operate andor utilize digital tools academic professional purposes digital tools create modify andor organize content digital tools andor communicate content effectively
Political Science,Comparative Political Systems,describe comprehensive overview world political cultures governmental structures explain compare diversity political values institutions issues political systems around world utilize critical thinking analytical compare contrast evaluate political institutions histories diverse cultures analyze united states political systemits strengths weaknesses cultural uniquenessthrough method comparison explain different political systems resolve conflict interest among diverse populations constitutions institutions policy making different political systems establish political social economic order describe political socialization political culture affect way citizens different political systems analyze political ideologies political parties public policy resolve create conflicts within different political systems describe various institutions government society shape political cultures citizens different political systems evaluate citizens diverse backgrounds affect policy making participating elections interest groups political parties explain historical events create changes political institutions political culture events affect contemporary institutions different political systems
Political Science,Federal Government,explain origin development constitutional democracy united states knowledge federal system describe separation powers checks balances theory practice knowledge legislative executive judicial branches federal government evaluate role public opinion interest groups political parties political system analyze election process describe rights responsibilities citizens analyze issues policies us politics express oneself precision clarity whether orally writing
Political Science,Fed Govt (Fed const & topics),explain origin development constitutional democracy united states knowledge federal system describe separation powers checks balances theory practice knowledge legislative executive judicial branches federal government evaluate role public opinion interest groups political parties political system analyze election process describe rights responsibilities citizens analyze issues policies us politics
Political Science,AAS Internship C: Career Exploration,set focused workplace learning objectives challenge apply knowledge real life work environment basic critical thinking conflict resolution selfreflection action selfassessment tools class experience exchange take initiative problem solve creatively advocate workplace recognizing professional business practices ethics research careers interest entry level requirements careers matching personal strengths values marketable required success future internships entry level jobs refining resume cover letters linkedin profiles
Political Science,Intro to International Politics,introduce student basic concepts history approaches theories international politics provide student contextual understanding sufficient factual background assess international relations theories concepts discuss essential elements governing process illustrations various political systems explain differences normative scientific approaches international politics illustrate role international politics everyday lives analyze cultural economic political social aspects contemporary international issues write clearly international politics events effectively defend opinions interpretations
Political Science,Knowledge Production in Peace-building: Practices and Processes,describe account role power processes knowledge production critically reflect effects knowledge upon practice peacebuilding empirical awareness wide range contemporary peacebuilding contexts work team solutions problems critically reflect process problems addressed understanding wide range approaches relevant international peacebuilding interventions ability pursue independent learning show critical judgement
Political Science,AMERICAN NATIONAL GOVERNMENT,describe emergence american political regime major changes time analyze concept federalism power relationship federal state governments structure functions political parties interest groups vehicles interest articulation participation democratic process think critically effectiveness various forms political participation elections voting citizenlobbying nonviolent protest mediainternet advocacy structure functions legislative executive judicial branches american national government evaluate relative success effectiveness american political institutions fulfilling goals diverse multicultural society
Political Science,Political Science Methods,steps conducting political science research locate social science studies topic interest distinguish scholarly popular publications collect data suitable political science research research design used study potential weaknesses may threaten validity findings
Political Science,Global Social Policy,understanding concepts globalisation social policy welfare state international relations social science literature grasp dynamics among main actors affect global social policy states businesses nongovernmental supranational organisations citizens nonstate organised political actors understanding key concepts comparative social policy analysis
Political Science,Key Concepts in International Disaster Manageent and Humanitarian Response,key theoretical concepts underpin analysis humanitarianism conflict response international disaster management practical operational implications concepts understandings concepts analyse examples practice field introductory grasp history debates academic literature navigate complex theoretical debates relate events issues practice compare contrast narratives originating different sources different methodologies andor disciplinary orientations academic literature reflect upon current events actors reference historical perspective information management requiring evaluation synthesis recordkeeping research including planning prioritisation tasks identification location primary secondary sources evaluation findings essaywriting related analysis specific question construction arguments assessment deployment evidence writing style putting together maintaining arguments useful marketingawareness campaign business case oral communication especially terms comprehending large amounts information drawing reasoned conclusions working autonomously groups
Political Science,"Science, Technology, and International Affairs I",enduring emerging strategic debates different categories military technology learn apply international relations theory analyze grand strategic context military technology research order produce research policy paper specific technological scientific issues international affairs apply advanced research producing publishable research contributes body scholarly work technology international affairs
Political Science,Introduction to American Government,greater awareness role citizen american system ability become politically aware active local global community understanding landmark supreme court cases landmark legislation landmark executive actions impact law society understanding political policymaking institutions american system separated power checks balances role state local government federal system us national interests domestic foreign policy making understanding basic principles practices american democracy applied republican form government understanding united states constitution application knowledge founding documents shaped nature functions institutions selfgovernance
Political Science,Contemporary Global Issues,issues globalization affecting host country compare global issues host country home country evaluate causes conflict cultures country destination analyze areas peace andor conflict caused interaction state religion apply international human rights social justice case studies host country
Political Science,Global Politics,understanding implications adopting particular theoretical perspective well critically test various perspectives range concrete issues global political relations appreciation stories shape understanding also practice global politics become familiar major debates shaping disciplinary international relations often tenuous assumptions underpin learn recognize implications leaving marginalizing stories accounts matters global politics sharpen critical analytical faculties build oral written communication assignments weekly tutorial discussions
Political Science,Model Global Political Economy,distinguish describe distinct theoretical explanations development global political economy interaction economic political processes outcomes differentiate different institutional frameworks political paths nationstates international governmental institutions transnational organizations interact collectively compose global political economy explain major international global issues points processes negotiations international treaties agreements frame regulate policyissue areas treated course accurately differentiate describe distinct levels units analysis employed study global political economy research paper written exam define theoretical paradigms liberalism realism worldsystems theory effectively describe verbalaudio presentation actors unit analysis institutions processes global policy issue areas
Political Science,The international Human Rights Regime,explain emergence modern international human rights consensus actors institutions comprise modern human rights regime formulate historically grounded assessment past present impact modern international human rights consensus evaluate various ways human rights regime upheld enforced international relations theory perspective judge merits scholarly critiques international human rights regime
Political Science,Constitutional Law,explain australias adherence fundamental constitutional principles including federalism rule law separation powers representative responsible government assess competing theories constitutional interpretation critique social historical context australian constitutional law including relationship aboriginal torres strait islander peoples australian constitutions apply distinctive methods constitutional interpretation solve problems regarding constitutional validity commonwealth state territory laws exercise executive judicial power critically evaluate role constitutional law shaping social political landscape including constitutional reform protection rights freedoms
Political Science,The Extreme Right in Western Europe,introduce theoretical perspectives empirical approaches key bodies literature analysing rightwing extremism rightwing extremist parties voters enhance critical needed analyse complex theories concepts related study rightwing extremism evaluate best define concepts apply definitions real life case studies cultivate needed effectively engage empirical comparative research field political ideologies party politics psephology enhance needed effectively assess evaluate impact contemporary rightwing extremism public debate party competition policymaking relate academic study rightwing extremism questions public political concern enhance communication oral written experience working team assess impact rightwing extremism public debate policymaking party competition across western europe relate academic study rightwing extremism questions public political concern apply definitions classifications rightwing extremism case studies compare contrast ideologies
Political Science,NATIONS AND STATES/DEVELOPED WORLD,become familiar main theories debates study nationalism relate topics political science learn apply theoretical lenses case studies drawn north america western europe balkans former ussr navigate contemporary political science including new research thematic subfield journals nation ethnicity
Medicine,Mental Health and Occupational Therapy,articulate professional role occupational therapists multidisciplinary mental health team apply theoretical practical knowledge recovery occupational therapy process practice contemporary mental health contexts compare medical social models disability mental health impact individuals
Medicine,Practicum in Speech Pathology,maintain professionalism spoken written communication collaboration counseling conduct appearance adhere ashas code ethics observed supervisor appropriate prevention eg educating various speech language disorders intervention strategies sustain clients motivation engagement participation intervention plans specific measurable achievable goals specific meaningful clients needs based theoretical knowledge information data gathered behavioral observations collaboration clientscaregivers demonstrated assignments select utilize activities intervention materials test instruments appropriate clients age cognitivecommunicative ability observed supervisor implement appropriate evidencebased strategies intervention techniques target goals objectives assignments collect data assess clients performance progress selected treatment goals upgrade downgrade scaffolding planned therapeutic tasks based client performance acknowledge adapt needs diverse populations relation culture background ethnicity sexual orientation religion social class ability political belief disabilities observed supervisor provide appropriate documentation treatment plans services provided session outcomes progress demonstrated documentation learn baseline goals difference long term goals short term goals objectives meaningful client specific intervention targets writing measurable objectives learn design lesson plans include specific strategies materials rapport building break activities well providing activities practice carryover target learn collect data include information regarding response models prompts cues well accuracy expected responsebehavior progress lack thereof learn describe response intervention guide decision making therapy sessions
Medicine,Bioethics,evaluate central issues bioethics across cultural faithbased norms evaluate cultural moral issues concerning modern reproductive technology endoflife care stem cell research abortion us health care system determine investigate applicable course action ethical scenario posed formulate wellformed arguments support position current debate bioethics articulate understanding bioethical theories practical applications faith cultural traditions medicine health
Medicine,Health Communication,describe frameworks foundational health communication community engagement researching health communication strategies solutions techniques crafting public health messaging including data visualization short videos podcasts social media press releases thinking creatively applying knowledge reallife scenarios may include working partners external sfu create communicationrelated solutions community settings design strategies allow testing evaluation solutions critically reflecting health communication requires creative adaptable reflective processes assist design solutions contribute health wellbeing create health communication programming respondent emerging public health threats
Medicine,COMMUNICATION STRATEGY FOR THE HEALTH CARE LEADER,analyze healthcare leaders role setting leading communication agenda investigate current issues impacting communication need effectiveness health organizations inclusive communication plans messaging diverse audiences populations situations integrate data technology enhance communication efficiency effectiveness accessibility create strategic communication plan within health environment choosing communication development plan leadership growth
Medicine,Advanced Nursing Technologies & Collaborative Care,appraise current emerging technologies guided scientific knowledge theories nursing related health disciplines articulate relationship concepts theories tools informatics advanced nursing practice examine advantages concerns ethical legal issues related informatics complex healthcare systems discuss role advanced practice nurse development implementation evaluation computer technology health care setting analyze current emerging technologies inform clinical decisionmaking advanced nursing practice evaluate sources consumer healthcare information accuracy timeliness appropriateness used patient education appraise current emerging technologies guided scientific knowledge theories nursing related health disciplines articulate relationship concepts theories tools informatics advanced nursing practice examine advantages concerns ethical legal issues related informatics complex healthcare systems discuss role advanced practice nurse development implementation evaluation computer technology health care setting analyze current emerging technologies inform clinical decisionmaking advanced nursing practice evaluate sources consumer healthcare information accuracy timeliness appropriateness used patient education innovative leadership strategies complex healthcare settings evaluate health outcomes culturally diverse populations appraise research findings support evidencebased quality initiatives employ communication information technologies promote interdisciplinary collaboration guide clinical decisions populationbased care coordination strategies promote health disease management present advocacy strategies influence ethical fiscally responsible policy process changes influence individual health healthcare systems implement intellectual practical problemsolving strategies assessment critical thinking apply appropriate mathematical analytical methods guide informed decisionmaking effectively communicate mediums oral written nonverbal disseminate information ideas utilize technology evaluate information knowledge awareness individuals perspectives prompting sense belonging apply promote ethical reasoning local national andor global communities engage proactively cooperatively variety settings exhibiting mindful professional awareness team dynamics innovative leadership strategies complex healthcare settings evaluate health outcomes culturally diverse populations appraise research findings support evidencebased quality initiatives employ communication information technologies promote interdisciplinary collaboration guide clinical decisions populationbased care coordination strategies promote health disease management present advocacy strategies influence ethical fiscally responsible policy process changes influence individual health healthcare systems integrate advanced nursing knowledge role nurse educator facilitate learning variety diverse healthcare educational environments assimilate evidencebased knowledge design innovative curricula teachinglearning strategies assessments evaluations create collaborative interprofessional partnerships affect health outcomes specific populations innovative teaching strategies delivery learnercentered education incorporate culturally responsive teaching practices embracing diversity equity inclusion synthesize advanced nursing knowledge outcomedriven health education curriculum apply innovative leadership strategies organizational management within complex healthcare systems hrleadership employ continuous process improvement evidence improve outcomes affect patient safety quality measures quality safety strategic initiatives performance metrics improve outcomes business management incorporate health policy regulation compliance standards facilitate positive patient experiences healthcare delivery analyze business acumen strategies financial literacy complex healthcare systems finance entrepreneurial strategies healthcare systems management entrepreneurship proficiency information technology competencies advanced knowledge distinguish metastructures application standards informatics practice datadriven project management plan systems development life cycle synthesize information technology strategies policy regulation guide decisionmaking incorporate teambuilding strategies functional areas informatics along continuum analyze informatics plan evaluate data improve health outcomes complex healthcare settings explain impact integration ehr including managing disparate systems pointofcare devices device integration examine workflow redesign within qualityimprovement strategy improve practice setting hit discuss importance evaluation strategies health information technology hit fundamental requirement development implementation safe effective hit assess current state hies barriers success factors associated success discuss history healthcare data standards importance standards overall national health information technology hit plan united states describe community health assessment data analysis methods including primary secondary data analysis metrics triangulation information notify assessment planning intervention evaluation health within communities discuss importance aligning data management reporting analytics strategies enterprise strategic goals objectives within healthcare delivery organization hdo examine levels measurement importance correctly analyzing healthcare data describe challenges utilizing data clinical setting outline specific steps address challenges define clinical decision support cds programs five rights cds relate supporting clinical practice cds programs utilize evolving array tools improve user experience encourage evidencebased care frontline clinicians discuss importance collaborative stakeholder teams improve outcomes compliance sustainability cds interventions implement intellectual practical problem solving information assessment critical thinking effective written communication effective oral communication computer proficiency information literacy describe ethical standards legal guidelines associated ones chosen career field explain knowledge respect societal contributions diverse cultures perspectives important quality ones discipline apply professional values ethics knowledge roles responsibilities effective communication contributing member cohesive interprofessional team
Medicine,PATHOPHYSIOLOGY,review normal cell structure function protein synthesis cells convert foodnutrients energy different pathways describe difference meiosis mitosis intracellular extracellular fluid compartments associated fluid volumes describe concentration gradients function fluid compartments define electrolytes usual locations functions know five important electrolytes sodium potassium chloride calcium magnesium systems involved maintaining acid base balance distinguish metabolic respiratory acidosis distinguish metabolic respiratory alkalosis describe compensation context acid base abnormalities apply scientific method define basic microbiology terminology interpret clinical imaging testing know alterations cell structure function know cell receptors role cellular communication alterations normal fluid electrolyte acid base balance define hypovolemia hypervolemia define hypernatremia hyponatremia common causes define hyperkalemia hypokalemia common causes describe mechanisms uncontrolled cell division two major functions dna processes completed define mutation leads disease describe abnormalities chromosome structure segregation lead disease basics genetic inheritance influence environmental factors genetic material epigenetics differentiate genetic disease congenital disease describe difference innate adaptive immunity distinguish humoral cellular adaptive immunity describe chronic acute inflammation distinguish first second third line defenses describe inflammatory response describe steps normal wound healing describe happens dysfunctional wound healing describe effects age immune system cells proteins immune response three categories hypersensitivity reactions define mechanisms immune diseases describe primary secondary immunodeficiencies relationship cell division tumorneoplasms formation differentiate benign malignant tumorsneoplasms terminology types cancer based tissue origins describe genetic origins tumorneoplasm formation recognize general clinical manifestationswarning signs indicitive tumorneoplasm formation basic cancer treatment options define thought disorder basic subcategories define mood disorder basic subcategories define addiction disorder basic subcategories define mechanisms cardiovascular hematologic diseases define mechanisms respiratory diseases define mechanisms musculoskeletal diseases define mechanisms endocrine diseases emphasis thyroid disease diabetes define mechanisms gastric disease emphasis gastroesophageal reflux disease gerd define mechanisms sexually transmitted infectionsdiseases define mechanisms urinary diseases define mechanisms reproductive diseases define mechanisms skin diseases define mechanisms nervous system diseases communicate effectively apply problemsolving strategies effectively locate evaluate information effectively build cultural awareness navigate crosscultural differences knowledge behaviors contribute professional success
Medicine,Community Health Planning and Assessment,candidates communicate effectively written oral forms expression candidates plan implement effective health education programs candidates evaluate health education program coordinate health education program services candidates evaluate scientific literature discipline candidates understanding synthesis health education information candidates utilize technology support inquiry professional practice health education program services assess health care needs target population private public secto r resources available addressing health education employ major planning implementation health models theories relation planning health education activity event multiple survey assessment instruments prepare health education project activity analyze impact various activities successfailure community health initiative evaluate aspects planning implementing community health project ability access valid information products services enhance health ability interpersonal communication enhance health avoid reduce health risks ability decisionmaking enhance health
Medicine,Professional Skills for Radiographers,awareness range professional interprofessional issues encountered clinical practice provide outline controls ensure safe radiographic practice awareness skilled competent safe evaluative reflective diagnostic practice broad understanding aspects equality diversity healthcare practice explain procedures contrast agents introduced venous supply describe mitigating steps shock means resuscitationdefibrillation awareness legal ethical considerations relation radiography practice emerging technology awareness context healthcare provision including structure policies nhs awareness improvement methodology ensure quality improvement clinical audit service improvement discuss professional communication mentorship leadership management raising concerns within healthcare radiographic practice participate actively workshops work effectively team take responsibility continuing professional development awareness personal assumptions values beliefs respect attitudes affect professionals ability interact appropriately patients carers colleagues
Medicine,The Savvy Healthcare Consumer,gain knowledge current us healthcare system navigate explore debate current healthrelated topics obtain better understanding appreciation overthecounter medications including appropriate risks benefits interact various resources unique components university texas system
Medicine,HIT APPLICATIONS I,software applications used healthcare industry review functions features healthcare software applications health information strategies utilizing common software applications apply healthcare policies regulations standards used technology establish employable critical thinking utilizing technology professional communication interpersonal interactions peers instructors explain classification systems clinical vocabularies nomenclatures apply critical functions health data collection analysis monitoring maintenance ensure privacy security laws procedures health information medical records report health data according established quality principles well legal regulatory standards communicate effectively apply problemsolving strategies effectively locate evaluate information effectively build cultural awareness navigate crosscultural differences knowledge behaviors contribute professional success
Medicine,Law and Healthcare Administration,interpret legal statutes governing healthcare delivery differentiate laws governing longterm care homes public hospitals types healthcare organizations healthcare providers practice including professional regulation controlled acts delegation adverse events negligence abuse discuss laws related consent capacity powers attorney substitute decisionmaking apply laws mandatory reporting various healthcare settings analyze relationship risk quality safety healthcare organizations describe required governance structures operational infrastructures policies practices relate risk safety quality discuss different approaches quality assurance within healthcare context examine practices required accreditation ie accreditation canada relate safety healthcare organizations compare riskmanagement models analyze prioritize actual potential risks within healthcare organization examine nurse administrators role preventing mitigating managing consulting legal issues actual potential risks describe consult administration legal departments public relations related adverse events risk management reflect ones personal reactions disclosing mistakes responding criticism feelings influence ones approach risk risk management strategies establish culture transparency opportunities continuous improvement describe data arising adverseevent tracking software utilized eg systems improvement performance management
